Iteration 1: c = ), s = , state = 0
Iteration 13903: c = a, s = ertser, state = 9
Iteration 13904: c = (, s = tesrr, state = 9
Iteration 13905: c = }, s = tere, state = 9
Iteration 13906: c = }, s = , state = 9
Iteration 13907: c = a, s = r, state = 9
Iteration 13908: c = (, s = tse, state = 9
Iteration 13909: c = a, s = ts, state = 9
Iteration 13910: c = [, s = sesrrt, state = 9
Iteration 13911: c = }, s = t, state = 9
Iteration 13912: c = [, s = rtttst, state = 9
Iteration 13913: c = {, s = s, state = 9
Iteration 13914: c = [, s = ts, state = 9
Iteration 13915: c = {, s = t, state = 9
Iteration 13916: c = (, s = se, state = 9
Iteration 13917: c = (, s = tserr, state = 9
Iteration 13918: c =  , s = sssrtr, state = 9
Iteration 13919: c = a, s = , state = 9
Iteration 13920: c = a, s = terrtt, state = 9
Iteration 13921: c = x, s = rre, state = 9
Iteration 13922: c = {, s = , state = 9
Iteration 13923: c = ], s = , state = 9
Iteration 13924: c = {, s = rt, state = 9
Iteration 13925: c = ), s = , state = 9
Iteration 13926: c = ], s = , state = 9
Iteration 13927: c = }, s = s, state = 9
Iteration 13928: c = [, s = rrss, state = 9
Iteration 13929: c =  , s = ttters, state = 9
Iteration 13930: c = (, s = , state = 9
Iteration 13931: c =  , s = e, state = 9
Iteration 13932: c = [, s = stt, state = 9
Iteration 13933: c =  , s = , state = 9
Iteration 13934: c = x, s = sest, state = 9
Iteration 13935: c = }, s = ssettt, state = 9
Iteration 13936: c = ], s = ts, state = 9
Iteration 13937: c = }, s = er, state = 9
Iteration 13938: c = ], s = , state = 9
Iteration 13939: c = ), s = e, state = 9
Iteration 13940: c = (, s = , state = 9
Iteration 13941: c = }, s = rssret, state = 9
Iteration 13942: c = a, s = sest, state = 9
Iteration 13943: c = ), s = , state = 9
Iteration 13944: c = {, s = , state = 9
Iteration 13945: c = ), s = rrrtse, state = 9
Iteration 13946: c =  , s = ste, state = 9
Iteration 13947: c = [, s = r, state = 9
Iteration 13948: c = ), s = rtesst, state = 9
Iteration 13949: c = }, s = rrrert, state = 9
Iteration 13950: c = a, s = ertsrr, state = 9
Iteration 13951: c = a, s = er, state = 9
Iteration 13952: c =  , s = ersrrs, state = 9
Iteration 13953: c = x, s = sr, state = 9
Iteration 13954: c = {, s = t, state = 9
Iteration 13955: c = a, s = ss, state = 9
Iteration 13956: c = a, s = , state = 9
Iteration 13957: c = x, s = eetsse, state = 9
Iteration 13958: c = (, s = e, state = 9
Iteration 13959: c = a, s = tr, state = 9
Iteration 13960: c =  , s = sr, state = 9
Iteration 13961: c = }, s = ettsts, state = 9
Iteration 13962: c = {, s = e, state = 9
Iteration 13963: c = }, s = srrrs, state = 9
Iteration 13964: c = ], s = , state = 9
Iteration 13965: c = [, s = rrte, state = 9
Iteration 13966: c = }, s = , state = 9
Iteration 13967: c = (, s = , state = 9
Iteration 13968: c = [, s = se, state = 9
Iteration 13969: c = a, s = tsst, state = 9
Iteration 13970: c = {, s = res, state = 9
Iteration 13971: c = ], s = , state = 9
Iteration 13972: c = {, s = eeeter, state = 9
Iteration 13973: c = a, s = rsst, state = 9
Iteration 13974: c = }, s = rese, state = 9
Iteration 13975: c = }, s = teees, state = 9
Iteration 13976: c = }, s = srr, state = 9
Iteration 13977: c = ), s = rses, state = 9
Iteration 13978: c = }, s = estssr, state = 9
Iteration 13979: c =  , s = rte, state = 9
Iteration 13980: c = {, s = es, state = 9
Iteration 13981: c = ), s = rt, state = 9
Iteration 13982: c = [, s = tssete, state = 9
Iteration 13983: c = x, s = rrrste, state = 9
Iteration 13984: c = x, s = , state = 9
Iteration 13985: c = [, s = srsett, state = 9
Iteration 13986: c = [, s = e, state = 9
Iteration 13987: c = [, s = ststes, state = 9
Iteration 13988: c = {, s = trrtte, state = 9
Iteration 13989: c = ), s = sst, state = 9
Iteration 13990: c = ), s = st, state = 9
Iteration 13991: c = [, s = ert, state = 9
Iteration 13992: c = a, s = tt, state = 9
Iteration 13993: c = }, s = strte, state = 9
Iteration 13994: c = a, s = r, state = 9
Iteration 13995: c = }, s = , state = 9
Iteration 13996: c = [, s = rertrs, state = 9
Iteration 13997: c = a, s = sestrt, state = 9
Iteration 13998: c = (, s = ssseee, state = 9
Iteration 13999: c = {, s = ese, state = 9
Iteration 14000: c = a, s = , state = 9
Iteration 14001: c = [, s = sest, state = 9
Iteration 14002: c = ], s = ssste, state = 9
Iteration 14003: c =  , s = etser, state = 9
Iteration 14004: c =  , s = , state = 9
Iteration 14005: c = a, s = er, state = 9
Iteration 14006: c = {, s = rrtsss, state = 9
Iteration 14007: c = x, s = srs, state = 9
Iteration 14008: c = {, s = rses, state = 9
Iteration 14009: c = x, s = er, state = 9
Iteration 14010: c =  , s = esrese, state = 9
Iteration 14011: c =  , s = ese, state = 9
Iteration 14012: c = (, s = essses, state = 9
Iteration 14013: c = ], s = ttsett, state = 9
Iteration 14014: c = x, s = tssres, state = 9
Iteration 14015: c = (, s = , state = 9
Iteration 14016: c = {, s = e, state = 9
Iteration 14017: c =  , s = , state = 9
Iteration 14018: c =  , s = srre, state = 9
Iteration 14019: c = }, s = , state = 9
Iteration 14020: c =  , s = tssrsr, state = 9
Iteration 14021: c = a, s = , state = 9
Iteration 14022: c =  , s = , state = 9
Iteration 14023: c = ), s = rtr, state = 9
Iteration 14024: c = ], s = etseet, state = 9
Iteration 14025: c = }, s = st, state = 9
Iteration 14026: c =  , s = r, state = 9
Iteration 14027: c = (, s = , state = 9
Iteration 14028: c = a, s = rts, state = 9
Iteration 14029: c = x, s = r, state = 9
Iteration 14030: c = (, s = ete, state = 9
Iteration 14031: c =  , s = es, state = 9
Iteration 14032: c = a, s = , state = 9
Iteration 14033: c = [, s = eerrts, state = 9
Iteration 14034: c = [, s = strrse, state = 9
Iteration 14035: c = {, s = trstsr, state = 9
Iteration 14036: c = ), s = es, state = 9
Iteration 14037: c = x, s = , state = 9
Iteration 14038: c = }, s = , state = 9
Iteration 14039: c = }, s = rr, state = 9
Iteration 14040: c = ], s = eteser, state = 9
Iteration 14041: c = x, s = s, state = 9
Iteration 14042: c = a, s = rer, state = 9
Iteration 14043: c = ), s = sersrs, state = 9
Iteration 14044: c = ), s = re, state = 9
Iteration 14045: c = (, s = ere, state = 9
Iteration 14046: c =  , s = ssesre, state = 9
Iteration 14047: c = ), s = , state = 9
Iteration 14048: c = ), s = tse, state = 9
Iteration 14049: c =  , s = srerte, state = 9
Iteration 14050: c = x, s = e, state = 9
Iteration 14051: c = a, s = rssree, state = 9
Iteration 14052: c =  , s = tes, state = 9
Iteration 14053: c = ), s = tst, state = 9
Iteration 14054: c = ), s = esterr, state = 9
Iteration 14055: c = {, s = rssete, state = 9
Iteration 14056: c = {, s = estr, state = 9
Iteration 14057: c = [, s = rttres, state = 9
Iteration 14058: c = x, s = rttres, state = 9
Iteration 14059: c = ], s = reersr, state = 9
Iteration 14060: c = ), s = sersse, state = 9
Iteration 14061: c =  , s = srretr, state = 9
Iteration 14062: c = }, s = esserr, state = 9
Iteration 14063: c = ], s = r, state = 9
Iteration 14064: c = {, s = seete, state = 9
Iteration 14065: c = }, s = , state = 9
Iteration 14066: c = x, s = , state = 9
Iteration 14067: c = }, s = erte, state = 9
Iteration 14068: c = (, s = , state = 9
Iteration 14069: c = (, s = rs, state = 9
Iteration 14070: c = (, s = ts, state = 9
Iteration 14071: c = ], s = etters, state = 9
Iteration 14072: c = [, s = sr, state = 9
Iteration 14073: c = [, s = sses, state = 9
Iteration 14074: c =  , s = tts, state = 9
Iteration 14075: c =  , s = s, state = 9
Iteration 14076: c = a, s = , state = 9
Iteration 14077: c = {, s = trr, state = 9
Iteration 14078: c = {, s = eettrr, state = 9
Iteration 14079: c = ], s = str, state = 9
Iteration 14080: c = [, s = , state = 9
Iteration 14081: c = (, s = trsre, state = 9
Iteration 14082: c = a, s = sresee, state = 9
Iteration 14083: c = (, s = ses, state = 9
Iteration 14084: c = ), s = rtest, state = 9
Iteration 14085: c = [, s = , state = 9
Iteration 14086: c =  , s = e, state = 9
Iteration 14087: c = x, s = , state = 9
Iteration 14088: c = x, s = stssr, state = 9
Iteration 14089: c = }, s = , state = 9
Iteration 14090: c = }, s = ertes, state = 9
Iteration 14091: c = a, s = r, state = 9
Iteration 14092: c = }, s = , state = 9
Iteration 14093: c = ], s = ertrsr, state = 9
Iteration 14094: c = [, s = sttstr, state = 9
Iteration 14095: c = }, s = rsrrtr, state = 9
Iteration 14096: c = ), s = steret, state = 9
Iteration 14097: c = x, s = ssst, state = 9
Iteration 14098: c =  , s = tr, state = 9
Iteration 14099: c = ), s = , state = 9
Iteration 14100: c = {, s = t, state = 9
Iteration 14101: c = }, s = stsrr, state = 9
Iteration 14102: c =  , s = s, state = 9
Iteration 14103: c = x, s = ss, state = 9
Iteration 14104: c = ], s = tsesrr, state = 9
Iteration 14105: c =  , s = sss, state = 9
Iteration 14106: c = (, s = eer, state = 9
Iteration 14107: c = (, s = rest, state = 9
Iteration 14108: c = }, s = tseste, state = 9
Iteration 14109: c = ), s = resstt, state = 9
Iteration 14110: c = ], s = t, state = 9
Iteration 14111: c = [, s = seetes, state = 9
Iteration 14112: c = {, s = , state = 9
Iteration 14113: c = }, s = r, state = 9
Iteration 14114: c = ], s = ttssee, state = 9
Iteration 14115: c = ], s = et, state = 9
Iteration 14116: c = x, s = rrstt, state = 9
Iteration 14117: c = ], s = rrrtte, state = 9
Iteration 14118: c = a, s = terste, state = 9
Iteration 14119: c = (, s = rssrsr, state = 9
Iteration 14120: c = ), s = e, state = 9
Iteration 14121: c = (, s = , state = 9
Iteration 14122: c = (, s = esttsr, state = 9
Iteration 14123: c = {, s = eetsr, state = 9
Iteration 14124: c = {, s = e, state = 9
Iteration 14125: c = a, s = ets, state = 9
Iteration 14126: c = ), s = er, state = 9
Iteration 14127: c = {, s = ettsrt, state = 9
Iteration 14128: c = }, s = tsstts, state = 9
Iteration 14129: c = (, s = r, state = 9
Iteration 14130: c = ), s = see, state = 9
Iteration 14131: c = {, s = , state = 9
Iteration 14132: c = [, s = s, state = 9
Iteration 14133: c = [, s = , state = 9
Iteration 14134: c = [, s = rttsrr, state = 9
Iteration 14135: c = ), s = rrt, state = 9
Iteration 14136: c = a, s = e, state = 9
Iteration 14137: c = a, s = reesrt, state = 9
Iteration 14138: c = ], s = eeserr, state = 9
Iteration 14139: c = a, s = tt, state = 9
Iteration 14140: c = ], s = trts, state = 9
Iteration 14141: c = [, s = , state = 9
Iteration 14142: c =  , s = , state = 9
Iteration 14143: c = a, s = esst, state = 9
Iteration 14144: c = a, s = , state = 9
Iteration 14145: c = ], s = rttser, state = 9
Iteration 14146: c = [, s = t, state = 9
Iteration 14147: c = [, s = eete, state = 9
Iteration 14148: c = }, s = eer, state = 9
Iteration 14149: c = (, s = rsrtre, state = 9
Iteration 14150: c = [, s = erst, state = 9
Iteration 14151: c = {, s = , state = 9
Iteration 14152: c = {, s = ers, state = 9
Iteration 14153: c = a, s = t, state = 9
Iteration 14154: c = (, s = t, state = 9
Iteration 14155: c = [, s = , state = 9
Iteration 14156: c = a, s = sttt, state = 9
Iteration 14157: c = (, s = , state = 9
Iteration 14158: c = ), s = , state = 9
Iteration 14159: c = [, s = strre, state = 9
Iteration 14160: c = ), s = str, state = 9
Iteration 14161: c =  , s = rsssst, state = 9
Iteration 14162: c = x, s = t, state = 9
Iteration 14163: c = x, s = s, state = 9
Iteration 14164: c = (, s = etr, state = 9
Iteration 14165: c = (, s = tett, state = 9
Iteration 14166: c = a, s = tess, state = 9
Iteration 14167: c =  , s = err, state = 9
Iteration 14168: c = [, s = sssr, state = 9
Iteration 14169: c = a, s = rrreer, state = 9
Iteration 14170: c = (, s = , state = 9
Iteration 14171: c = [, s = tr, state = 9
Iteration 14172: c =  , s = s, state = 9
Iteration 14173: c = a, s = tt, state = 9
Iteration 14174: c = [, s = , state = 9
Iteration 14175: c = x, s = trr, state = 9
Iteration 14176: c = a, s = ss, state = 9
Iteration 14177: c = (, s = , state = 9
Iteration 14178: c = ), s = , state = 9
Iteration 14179: c = [, s = ersrrs, state = 9
Iteration 14180: c =  , s = , state = 9
Iteration 14181: c = (, s = setrst, state = 9
Iteration 14182: c = x, s = sretre, state = 9
Iteration 14183: c = (, s = , state = 9
Iteration 14184: c = {, s = ssesrs, state = 9
Iteration 14185: c = }, s = resse, state = 9
Iteration 14186: c = }, s = , state = 9
Iteration 14187: c = (, s = , state = 9
Iteration 14188: c = [, s = , state = 9
Iteration 14189: c = ], s = e, state = 9
Iteration 14190: c = {, s = teesss, state = 9
Iteration 14191: c = }, s = ert, state = 9
Iteration 14192: c = {, s = trttr, state = 9
Iteration 14193: c = ], s = ett, state = 9
Iteration 14194: c = {, s = rert, state = 9
Iteration 14195: c = a, s = rrrrr, state = 9
Iteration 14196: c = ), s = t, state = 9
Iteration 14197: c = a, s = ssetrt, state = 9
Iteration 14198: c = [, s = tst, state = 9
Iteration 14199: c = ), s = , state = 9
Iteration 14200: c = (, s = esetee, state = 9
Iteration 14201: c = ), s = t, state = 9
Iteration 14202: c = a, s = e, state = 9
Iteration 14203: c =  , s = rrrsst, state = 9
Iteration 14204: c = a, s = sststt, state = 9
Iteration 14205: c = ], s = ttrrts, state = 9
Iteration 14206: c = }, s = , state = 9
Iteration 14207: c = a, s = ttsrte, state = 9
Iteration 14208: c = ), s = rresst, state = 9
Iteration 14209: c = ], s = st, state = 9
Iteration 14210: c = ), s = eeees, state = 9
Iteration 14211: c =  , s = es, state = 9
Iteration 14212: c = a, s = eeesst, state = 9
Iteration 14213: c = {, s = , state = 9
Iteration 14214: c = ), s = rrse, state = 9
Iteration 14215: c = x, s = r, state = 9
Iteration 14216: c = ], s = , state = 9
Iteration 14217: c = }, s = r, state = 9
Iteration 14218: c = (, s = ssestr, state = 9
Iteration 14219: c = [, s = streer, state = 9
Iteration 14220: c = }, s = ststsr, state = 9
Iteration 14221: c = [, s = es, state = 9
Iteration 14222: c = {, s = rsetee, state = 9
Iteration 14223: c = [, s = tr, state = 9
Iteration 14224: c = (, s = ststr, state = 9
Iteration 14225: c = [, s = er, state = 9
Iteration 14226: c =  , s = r, state = 9
Iteration 14227: c =  , s = rsttst, state = 9
Iteration 14228: c = (, s = s, state = 9
Iteration 14229: c = a, s = ree, state = 9
Iteration 14230: c =  , s = srs, state = 9
Iteration 14231: c = x, s = ert, state = 9
Iteration 14232: c = {, s = ress, state = 9
Iteration 14233: c =  , s = esee, state = 9
Iteration 14234: c = {, s = ee, state = 9
Iteration 14235: c = ), s = sett, state = 9
Iteration 14236: c = x, s = te, state = 9
Iteration 14237: c = a, s = e, state = 9
Iteration 14238: c = (, s = rterrt, state = 9
Iteration 14239: c = ), s = s, state = 9
Iteration 14240: c = }, s = , state = 9
Iteration 14241: c = {, s = sre, state = 9
Iteration 14242: c = {, s = rsste, state = 9
Iteration 14243: c = (, s = rseet, state = 9
Iteration 14244: c =  , s = t, state = 9
Iteration 14245: c = {, s = sesres, state = 9
Iteration 14246: c = ], s = r, state = 9
Iteration 14247: c = }, s = t, state = 9
Iteration 14248: c = [, s = s, state = 9
Iteration 14249: c = ), s = ttrrte, state = 9
Iteration 14250: c = {, s = rrtese, state = 9
Iteration 14251: c = a, s = , state = 9
Iteration 14252: c = ], s = err, state = 9
Iteration 14253: c = x, s = trssts, state = 9
Iteration 14254: c = x, s = , state = 9
Iteration 14255: c = a, s = rsesse, state = 9
Iteration 14256: c =  , s = r, state = 9
Iteration 14257: c = [, s = rtrtts, state = 9
Iteration 14258: c = (, s = t, state = 9
Iteration 14259: c =  , s = re, state = 9
Iteration 14260: c = {, s = te, state = 9
Iteration 14261: c = ), s = r, state = 9
Iteration 14262: c = {, s = s, state = 9
Iteration 14263: c = x, s = tr, state = 9
Iteration 14264: c = {, s = trtres, state = 9
Iteration 14265: c = (, s = t, state = 9
Iteration 14266: c =  , s = , state = 9
Iteration 14267: c = [, s = tr, state = 9
Iteration 14268: c = }, s = errsr, state = 9
Iteration 14269: c = [, s = es, state = 9
Iteration 14270: c = ], s = rtsrrs, state = 9
Iteration 14271: c = (, s = , state = 9
Iteration 14272: c = {, s = , state = 9
Iteration 14273: c = a, s = teer, state = 9
Iteration 14274: c = }, s = , state = 9
Iteration 14275: c =  , s = eesets, state = 9
Iteration 14276: c = ), s = rtrse, state = 9
Iteration 14277: c = x, s = sesest, state = 9
Iteration 14278: c = }, s = ets, state = 9
Iteration 14279: c = {, s = t, state = 9
Iteration 14280: c = a, s = s, state = 9
Iteration 14281: c =  , s = ese, state = 9
Iteration 14282: c = ], s = rs, state = 9
Iteration 14283: c = (, s = , state = 9
Iteration 14284: c = ], s = t, state = 9
Iteration 14285: c = ], s = erte, state = 9
Iteration 14286: c = a, s = rrstst, state = 9
Iteration 14287: c = a, s = s, state = 9
Iteration 14288: c = [, s = stsrts, state = 9
Iteration 14289: c = x, s = , state = 9
Iteration 14290: c = [, s = etsrt, state = 9
Iteration 14291: c = x, s = estst, state = 9
Iteration 14292: c = ), s = trer, state = 9
Iteration 14293: c = (, s = eetes, state = 9
Iteration 14294: c =  , s = rr, state = 9
Iteration 14295: c = x, s = stessr, state = 9
Iteration 14296: c = {, s = r, state = 9
Iteration 14297: c = x, s = s, state = 9
Iteration 14298: c = x, s = rtts, state = 9
Iteration 14299: c = ), s = ets, state = 9
Iteration 14300: c = {, s = tr, state = 9
Iteration 14301: c = a, s = rtree, state = 9
Iteration 14302: c = (, s = tt, state = 9
Iteration 14303: c = {, s = rr, state = 9
Iteration 14304: c = {, s = stsetr, state = 9
Iteration 14305: c =  , s = rssret, state = 9
Iteration 14306: c = ], s = serrr, state = 9
Iteration 14307: c = }, s = strer, state = 9
Iteration 14308: c = x, s = , state = 9
Iteration 14309: c = a, s = er, state = 9
Iteration 14310: c = [, s = tterte, state = 9
Iteration 14311: c = ], s = t, state = 9
Iteration 14312: c = {, s = , state = 9
Iteration 14313: c = (, s = , state = 9
Iteration 14314: c = (, s = , state = 9
Iteration 14315: c = {, s = s, state = 9
Iteration 14316: c = ), s = e, state = 9
Iteration 14317: c = }, s = tsrers, state = 9
Iteration 14318: c = ], s = e, state = 9
Iteration 14319: c = (, s = , state = 9
Iteration 14320: c = (, s = r, state = 9
Iteration 14321: c = a, s = resrr, state = 9
Iteration 14322: c = }, s = ttssss, state = 9
Iteration 14323: c = ], s = ss, state = 9
Iteration 14324: c = ), s = , state = 9
Iteration 14325: c = }, s = r, state = 9
Iteration 14326: c = ), s = t, state = 9
Iteration 14327: c = {, s = rr, state = 9
Iteration 14328: c = ], s = est, state = 9
Iteration 14329: c = (, s = e, state = 9
Iteration 14330: c = x, s = ssretr, state = 9
Iteration 14331: c = a, s = s, state = 9
Iteration 14332: c = [, s = , state = 9
Iteration 14333: c = x, s = terree, state = 9
Iteration 14334: c = }, s = sse, state = 9
Iteration 14335: c = ), s = srre, state = 9
Iteration 14336: c = [, s = rrt, state = 9
Iteration 14337: c = {, s = , state = 9
Iteration 14338: c = }, s = st, state = 9
Iteration 14339: c = a, s = , state = 9
Iteration 14340: c = ), s = r, state = 9
Iteration 14341: c = ), s = tree, state = 9
Iteration 14342: c = a, s = , state = 9
Iteration 14343: c =  , s = , state = 9
Iteration 14344: c = ], s = s, state = 9
Iteration 14345: c = [, s = srrete, state = 9
Iteration 14346: c = a, s = t, state = 9
Iteration 14347: c = ], s = t, state = 9
Iteration 14348: c = x, s = estsrt, state = 9
Iteration 14349: c = ), s = srrttt, state = 9
Iteration 14350: c = ], s = ret, state = 9
Iteration 14351: c = [, s = , state = 9
Iteration 14352: c = ], s = tssrte, state = 9
Iteration 14353: c = a, s = rrtstr, state = 9
Iteration 14354: c = (, s = , state = 9
Iteration 14355: c = {, s = , state = 9
Iteration 14356: c = a, s = rrste, state = 9
Iteration 14357: c = (, s = etre, state = 9
Iteration 14358: c = {, s = srrt, state = 9
Iteration 14359: c = }, s = tr, state = 9
Iteration 14360: c = {, s = est, state = 9
Iteration 14361: c = ], s = s, state = 9
Iteration 14362: c =  , s = rr, state = 9
Iteration 14363: c = ), s = tst, state = 9
Iteration 14364: c = [, s = tett, state = 9
Iteration 14365: c = [, s = trte, state = 9
Iteration 14366: c =  , s = ertres, state = 9
Iteration 14367: c = (, s = rrttss, state = 9
Iteration 14368: c = }, s = s, state = 9
Iteration 14369: c = ), s = s, state = 9
Iteration 14370: c = (, s = stt, state = 9
Iteration 14371: c = {, s = eerer, state = 9
Iteration 14372: c = (, s = ers, state = 9
Iteration 14373: c = {, s = , state = 9
Iteration 14374: c = x, s = re, state = 9
Iteration 14375: c =  , s = trstre, state = 9
Iteration 14376: c = }, s = rrset, state = 9
Iteration 14377: c = (, s = , state = 9
Iteration 14378: c = ], s = ses, state = 9
Iteration 14379: c =  , s = r, state = 9
Iteration 14380: c = [, s = strsts, state = 9
Iteration 14381: c = [, s = tess, state = 9
Iteration 14382: c = [, s = srrret, state = 9
Iteration 14383: c = [, s = srrss, state = 9
Iteration 14384: c = [, s = ee, state = 9
Iteration 14385: c = {, s = restst, state = 9
Iteration 14386: c = ), s = ttrr, state = 9
Iteration 14387: c = {, s = tt, state = 9
Iteration 14388: c = }, s = rsrrt, state = 9
Iteration 14389: c = ], s = rrrrre, state = 9
Iteration 14390: c = }, s = essrre, state = 9
Iteration 14391: c = }, s = seeerr, state = 9
Iteration 14392: c = {, s = , state = 9
Iteration 14393: c = ], s = ttttr, state = 9
Iteration 14394: c =  , s = ret, state = 9
Iteration 14395: c = ], s = ee, state = 9
Iteration 14396: c = (, s = , state = 9
Iteration 14397: c = {, s = rssrrs, state = 9
Iteration 14398: c = }, s = rt, state = 9
Iteration 14399: c = (, s = retett, state = 9
Iteration 14400: c = x, s = strrrs, state = 9
Iteration 14401: c = [, s = t, state = 9
Iteration 14402: c = ], s = trtr, state = 9
Iteration 14403: c = ), s = tt, state = 9
Iteration 14404: c = [, s = tr, state = 9
Iteration 14405: c = x, s = tets, state = 9
Iteration 14406: c = ), s = s, state = 9
Iteration 14407: c = ), s = rsete, state = 9
Iteration 14408: c = [, s = etree, state = 9
Iteration 14409: c = x, s = rssrrs, state = 9
Iteration 14410: c = (, s = , state = 9
Iteration 14411: c = }, s = eetrst, state = 9
Iteration 14412: c = [, s = , state = 9
Iteration 14413: c = }, s = esesrt, state = 9
Iteration 14414: c = ], s = re, state = 9
Iteration 14415: c = [, s = etret, state = 9
Iteration 14416: c = }, s = , state = 9
Iteration 14417: c = x, s = e, state = 9
Iteration 14418: c = ], s = eerret, state = 9
Iteration 14419: c = [, s = sse, state = 9
Iteration 14420: c = a, s = tr, state = 9
Iteration 14421: c =  , s = sttste, state = 9
Iteration 14422: c =  , s = t, state = 9
Iteration 14423: c = ), s = , state = 9
Iteration 14424: c = ], s = , state = 9
Iteration 14425: c = a, s = ts, state = 9
Iteration 14426: c =  , s = etsree, state = 9
Iteration 14427: c = (, s = ttte, state = 9
Iteration 14428: c = (, s = rt, state = 9
Iteration 14429: c = }, s = rts, state = 9
Iteration 14430: c = [, s = ttsrst, state = 9
Iteration 14431: c = }, s = , state = 9
Iteration 14432: c = (, s = sesett, state = 9
Iteration 14433: c = ], s = re, state = 9
Iteration 14434: c = x, s = estrre, state = 9
Iteration 14435: c = [, s = sesrrr, state = 9
Iteration 14436: c = ], s = teer, state = 9
Iteration 14437: c = (, s = es, state = 9
Iteration 14438: c =  , s = rses, state = 9
Iteration 14439: c = x, s = , state = 9
Iteration 14440: c = }, s = sr, state = 9
Iteration 14441: c = {, s = setrst, state = 9
Iteration 14442: c = ), s = , state = 9
Iteration 14443: c = a, s = rrs, state = 9
Iteration 14444: c = ], s = , state = 9
Iteration 14445: c = [, s = retssr, state = 9
Iteration 14446: c = x, s = , state = 9
Iteration 14447: c = x, s = eetrrr, state = 9
Iteration 14448: c = ), s = , state = 9
Iteration 14449: c = (, s = setssr, state = 9
Iteration 14450: c = (, s = , state = 9
Iteration 14451: c = ), s = errer, state = 9
Iteration 14452: c = a, s = s, state = 9
Iteration 14453: c = ], s = sr, state = 9
Iteration 14454: c = }, s = ss, state = 9
Iteration 14455: c = (, s = , state = 9
Iteration 14456: c = }, s = sert, state = 9
Iteration 14457: c = x, s = t, state = 9
Iteration 14458: c = x, s = , state = 9
Iteration 14459: c = {, s = sstr, state = 9
Iteration 14460: c = {, s = t, state = 9
Iteration 14461: c = }, s = eseter, state = 9
Iteration 14462: c = {, s = tre, state = 9
Iteration 14463: c = x, s = rrsesr, state = 9
Iteration 14464: c = (, s = tsr, state = 9
Iteration 14465: c = x, s = etters, state = 9
Iteration 14466: c =  , s = estsee, state = 9
Iteration 14467: c = x, s = eter, state = 9
Iteration 14468: c = ), s = trs, state = 9
Iteration 14469: c = ), s = ts, state = 9
Iteration 14470: c = ), s = e, state = 9
Iteration 14471: c = ], s = ettsst, state = 9
Iteration 14472: c = [, s = e, state = 9
Iteration 14473: c = (, s = , state = 9
Iteration 14474: c = (, s = trsete, state = 9
Iteration 14475: c = (, s = s, state = 9
Iteration 14476: c = x, s = see, state = 9
Iteration 14477: c = a, s = e, state = 9
Iteration 14478: c = ), s = trrst, state = 9
Iteration 14479: c = x, s = , state = 9
Iteration 14480: c = {, s = esrsre, state = 9
Iteration 14481: c = a, s = , state = 9
Iteration 14482: c = x, s = se, state = 9
Iteration 14483: c = [, s = trs, state = 9
Iteration 14484: c = {, s = sr, state = 9
Iteration 14485: c = }, s = , state = 9
Iteration 14486: c = ), s = t, state = 9
Iteration 14487: c = }, s = , state = 9
Iteration 14488: c =  , s = es, state = 9
Iteration 14489: c = }, s = , state = 9
Iteration 14490: c = a, s = eesr, state = 9
Iteration 14491: c = {, s = r, state = 9
Iteration 14492: c = }, s = r, state = 9
Iteration 14493: c = a, s = rrssrt, state = 9
Iteration 14494: c = a, s = , state = 9
Iteration 14495: c = x, s = ere, state = 9
Iteration 14496: c = {, s = rrrtse, state = 9
Iteration 14497: c = a, s = , state = 9
Iteration 14498: c = ), s = , state = 9
Iteration 14499: c = }, s = t, state = 9
Iteration 14500: c = (, s = etrrts, state = 9
Iteration 14501: c = a, s = esertt, state = 9
Iteration 14502: c = ], s = st, state = 9
Iteration 14503: c = {, s = , state = 9
Iteration 14504: c = x, s = r, state = 9
Iteration 14505: c = (, s = rrerse, state = 9
Iteration 14506: c = ), s = er, state = 9
Iteration 14507: c =  , s = e, state = 9
Iteration 14508: c = (, s = eetr, state = 9
Iteration 14509: c = {, s = tsrtte, state = 9
Iteration 14510: c = }, s = r, state = 9
Iteration 14511: c = a, s = , state = 9
Iteration 14512: c = ], s = ts, state = 9
Iteration 14513: c = }, s = rtrtsr, state = 9
Iteration 14514: c = a, s = rserrr, state = 9
Iteration 14515: c =  , s = , state = 9
Iteration 14516: c = x, s = ttrtrr, state = 9
Iteration 14517: c = [, s = rrttet, state = 9
Iteration 14518: c = }, s = s, state = 9
Iteration 14519: c =  , s = tettse, state = 9
Iteration 14520: c =  , s = , state = 9
Iteration 14521: c = (, s = , state = 9
Iteration 14522: c =  , s = rsess, state = 9
Iteration 14523: c = (, s = erss, state = 9
Iteration 14524: c = [, s = tr, state = 9
Iteration 14525: c = a, s = erttr, state = 9
Iteration 14526: c = }, s = rtssrt, state = 9
Iteration 14527: c = x, s = est, state = 9
Iteration 14528: c = ], s = trtrrs, state = 9
Iteration 14529: c = {, s = setses, state = 9
Iteration 14530: c = {, s = eres, state = 9
Iteration 14531: c = ), s = r, state = 9
Iteration 14532: c = ), s = rt, state = 9
Iteration 14533: c = ], s = srseee, state = 9
Iteration 14534: c = x, s = tsrtse, state = 9
Iteration 14535: c = }, s = st, state = 9
Iteration 14536: c = {, s = rreert, state = 9
Iteration 14537: c = }, s = , state = 9
Iteration 14538: c =  , s = ssretr, state = 9
