Iteration 1: c = [, s = ettrte, state = 0
Iteration 1955: c = (, s = trt, state = 9
Iteration 1956: c = x, s = see, state = 9
Iteration 1957: c = }, s = , state = 9
Iteration 1958: c = }, s = t, state = 9
Iteration 1959: c = [, s = eessee, state = 9
Iteration 1960: c = }, s = , state = 9
Iteration 1961: c = ), s = tse, state = 9
Iteration 1962: c = (, s = tstttr, state = 9
Iteration 1963: c = }, s = sesrse, state = 9
Iteration 1964: c = a, s = setter, state = 9
Iteration 1965: c = }, s = e, state = 9
Iteration 1966: c = {, s = sststr, state = 9
Iteration 1967: c = [, s = tt, state = 9
Iteration 1968: c =  , s = ese, state = 9
Iteration 1969: c = [, s = re, state = 9
Iteration 1970: c = a, s = s, state = 9
Iteration 1971: c = ], s = r, state = 9
Iteration 1972: c = ], s = eeesss, state = 9
Iteration 1973: c = x, s = e, state = 9
Iteration 1974: c = (, s = tte, state = 9
Iteration 1975: c = }, s = , state = 9
Iteration 1976: c = [, s = rree, state = 9
Iteration 1977: c =  , s = rs, state = 9
Iteration 1978: c = (, s = , state = 9
Iteration 1979: c = ), s = sres, state = 9
Iteration 1980: c =  , s = eees, state = 9
Iteration 1981: c = ], s = reet, state = 9
Iteration 1982: c = (, s = t, state = 9
Iteration 1983: c = x, s = tt, state = 9
Iteration 1984: c = }, s = tr, state = 9
Iteration 1985: c = ), s = ttrtrr, state = 9
Iteration 1986: c = x, s = , state = 9
Iteration 1987: c = (, s = stter, state = 9
Iteration 1988: c = }, s = etettt, state = 9
Iteration 1989: c = }, s = esrter, state = 9
Iteration 1990: c = [, s = ers, state = 9
Iteration 1991: c = [, s = t, state = 9
Iteration 1992: c = [, s = t, state = 9
Iteration 1993: c =  , s = sers, state = 9
Iteration 1994: c = (, s = , state = 9
Iteration 1995: c = (, s = ettese, state = 9
Iteration 1996: c = ], s = res, state = 9
Iteration 1997: c =  , s = s, state = 9
Iteration 1998: c = (, s = ee, state = 9
Iteration 1999: c = [, s = ressre, state = 9
Iteration 2000: c = (, s = eesstt, state = 9
Iteration 2001: c =  , s = t, state = 9
Iteration 2002: c = x, s = , state = 9
Iteration 2003: c = x, s = et, state = 9
Iteration 2004: c = ], s = ts, state = 9
Iteration 2005: c = }, s = , state = 9
Iteration 2006: c =  , s = rsrr, state = 9
Iteration 2007: c = }, s = ssess, state = 9
Iteration 2008: c =  , s = ettss, state = 9
Iteration 2009: c = [, s = sttttr, state = 9
Iteration 2010: c = ], s = trere, state = 9
Iteration 2011: c = ), s = tsssrs, state = 9
Iteration 2012: c = x, s = sss, state = 9
Iteration 2013: c = ], s = ste, state = 9
Iteration 2014: c = {, s = sresrt, state = 9
Iteration 2015: c =  , s = ree, state = 9
Iteration 2016: c =  , s = ssrt, state = 9
Iteration 2017: c = [, s = , state = 9
Iteration 2018: c = ], s = t, state = 9
Iteration 2019: c =  , s = sseess, state = 9
Iteration 2020: c = x, s = ettsrt, state = 9
Iteration 2021: c = ], s = , state = 9
Iteration 2022: c =  , s = rrt, state = 9
Iteration 2023: c = a, s = s, state = 9
Iteration 2024: c = x, s = trrtee, state = 9
Iteration 2025: c = (, s = et, state = 9
Iteration 2026: c = ), s = , state = 9
Iteration 2027: c =  , s = r, state = 9
Iteration 2028: c = [, s = ttsstt, state = 9
Iteration 2029: c = (, s = ttte, state = 9
Iteration 2030: c = {, s = , state = 9
Iteration 2031: c =  , s = s, state = 9
Iteration 2032: c = x, s = eetere, state = 9
Iteration 2033: c =  , s = , state = 9
Iteration 2034: c = x, s = srtrrs, state = 9
Iteration 2035: c = x, s = eretse, state = 9
Iteration 2036: c = {, s = tt, state = 9
Iteration 2037: c = {, s = tereee, state = 9
Iteration 2038: c =  , s = tt, state = 9
Iteration 2039: c = ), s = r, state = 9
Iteration 2040: c = (, s = esrtr, state = 9
Iteration 2041: c = [, s = t, state = 9
Iteration 2042: c = a, s = sttr, state = 9
Iteration 2043: c = ], s = eere, state = 9
Iteration 2044: c = }, s = s, state = 9
Iteration 2045: c = (, s = te, state = 9
Iteration 2046: c = {, s = eerstt, state = 9
Iteration 2047: c = [, s = srsrr, state = 9
Iteration 2048: c = [, s = r, state = 9
Iteration 2049: c = ), s = st, state = 9
Iteration 2050: c = }, s = ttrrtt, state = 9
Iteration 2051: c = [, s = rs, state = 9
Iteration 2052: c = x, s = t, state = 9
Iteration 2053: c = ), s = seett, state = 9
Iteration 2054: c = ), s = rrrt, state = 9
Iteration 2055: c = }, s = srrst, state = 9
Iteration 2056: c = [, s = , state = 9
Iteration 2057: c = a, s = , state = 9
Iteration 2058: c = x, s = t, state = 9
Iteration 2059: c =  , s = restet, state = 9
Iteration 2060: c = }, s = rstsee, state = 9
Iteration 2061: c = }, s = ts, state = 9
Iteration 2062: c = a, s = rertrs, state = 9
Iteration 2063: c = {, s = ssrtst, state = 9
Iteration 2064: c =  , s = t, state = 9
Iteration 2065: c =  , s = ssre, state = 9
Iteration 2066: c = x, s = r, state = 9
Iteration 2067: c = a, s = e, state = 9
Iteration 2068: c = ], s = , state = 9
Iteration 2069: c = x, s = se, state = 9
Iteration 2070: c = ), s = rrer, state = 9
Iteration 2071: c = {, s = , state = 9
Iteration 2072: c = x, s = , state = 9
Iteration 2073: c = ], s = rerse, state = 9
Iteration 2074: c = ], s = , state = 9
Iteration 2075: c = [, s = , state = 9
Iteration 2076: c = a, s = tt, state = 9
Iteration 2077: c = ], s = eeress, state = 9
Iteration 2078: c = }, s = , state = 9
Iteration 2079: c = }, s = r, state = 9
Iteration 2080: c = ), s = s, state = 9
Iteration 2081: c = x, s = rterss, state = 9
Iteration 2082: c = (, s = , state = 9
Iteration 2083: c = [, s = t, state = 9
Iteration 2084: c = x, s = e, state = 9
Iteration 2085: c = }, s = , state = 9
Iteration 2086: c = x, s = sterst, state = 9
Iteration 2087: c = ), s = rsrere, state = 9
Iteration 2088: c = x, s = ssssre, state = 9
Iteration 2089: c = ), s = t, state = 9
Iteration 2090: c = }, s = eer, state = 9
Iteration 2091: c = a, s = ests, state = 9
Iteration 2092: c = a, s = ststrt, state = 9
Iteration 2093: c = x, s = tt, state = 9
Iteration 2094: c = ], s = t, state = 9
Iteration 2095: c = ], s = te, state = 9
Iteration 2096: c =  , s = tteers, state = 9
Iteration 2097: c = ], s = tetree, state = 9
Iteration 2098: c = ), s = rrs, state = 9
Iteration 2099: c = }, s = , state = 9
Iteration 2100: c = a, s = r, state = 9
Iteration 2101: c = a, s = er, state = 9
Iteration 2102: c = (, s = esrree, state = 9
Iteration 2103: c = a, s = , state = 9
Iteration 2104: c = x, s = , state = 9
Iteration 2105: c = x, s = sttr, state = 9
Iteration 2106: c =  , s = ssst, state = 9
Iteration 2107: c = (, s = , state = 9
Iteration 2108: c =  , s = eret, state = 9
Iteration 2109: c = }, s = , state = 9
Iteration 2110: c =  , s = eeetss, state = 9
Iteration 2111: c = {, s = ttsset, state = 9
Iteration 2112: c = ], s = , state = 9
Iteration 2113: c = ], s = rss, state = 9
Iteration 2114: c = ), s = se, state = 9
Iteration 2115: c = {, s = , state = 9
Iteration 2116: c = x, s = , state = 9
Iteration 2117: c = {, s = ter, state = 9
Iteration 2118: c = [, s = ertses, state = 9
Iteration 2119: c = [, s = trrsss, state = 9
Iteration 2120: c = (, s = t, state = 9
Iteration 2121: c =  , s = erss, state = 9
Iteration 2122: c = }, s = r, state = 9
Iteration 2123: c =  , s = rse, state = 9
Iteration 2124: c = {, s = esrtsr, state = 9
Iteration 2125: c = [, s = rtrers, state = 9
Iteration 2126: c = (, s = , state = 9
Iteration 2127: c = a, s = t, state = 9
Iteration 2128: c = ), s = eesere, state = 9
Iteration 2129: c = {, s = errers, state = 9
Iteration 2130: c = ], s = r, state = 9
Iteration 2131: c = }, s = rrst, state = 9
Iteration 2132: c = [, s = s, state = 9
Iteration 2133: c = {, s = t, state = 9
Iteration 2134: c = ], s = , state = 9
Iteration 2135: c = x, s = , state = 9
Iteration 2136: c = x, s = r, state = 9
Iteration 2137: c = ], s = s, state = 9
Iteration 2138: c = [, s = , state = 9
Iteration 2139: c = [, s = rer, state = 9
Iteration 2140: c = {, s = , state = 9
Iteration 2141: c =  , s = , state = 9
Iteration 2142: c = ], s = rtstst, state = 9
Iteration 2143: c = {, s = trttr, state = 9
Iteration 2144: c = [, s = eeetrs, state = 9
Iteration 2145: c = ], s = strrsr, state = 9
Iteration 2146: c = (, s = , state = 9
Iteration 2147: c = }, s = sseess, state = 9
Iteration 2148: c = x, s = ttttsr, state = 9
Iteration 2149: c =  , s = ees, state = 9
Iteration 2150: c = [, s = etr, state = 9
Iteration 2151: c = {, s = ersset, state = 9
Iteration 2152: c = {, s = , state = 9
Iteration 2153: c = (, s = eessee, state = 9
Iteration 2154: c = a, s = rrrs, state = 9
Iteration 2155: c = (, s = , state = 9
Iteration 2156: c =  , s = rt, state = 9
Iteration 2157: c = ], s = , state = 9
Iteration 2158: c = {, s = stes, state = 9
Iteration 2159: c = [, s = , state = 9
Iteration 2160: c = (, s = ertr, state = 9
Iteration 2161: c = {, s = erer, state = 9
Iteration 2162: c =  , s = ser, state = 9
Iteration 2163: c = {, s = , state = 9
Iteration 2164: c = a, s = , state = 9
Iteration 2165: c = [, s = rtte, state = 9
Iteration 2166: c =  , s = estste, state = 9
Iteration 2167: c = [, s = res, state = 9
Iteration 2168: c = ), s = resre, state = 9
Iteration 2169: c =  , s = e, state = 9
Iteration 2170: c = ], s = r, state = 9
Iteration 2171: c = (, s = rtrrts, state = 9
Iteration 2172: c = ], s = , state = 9
Iteration 2173: c = x, s = , state = 9
Iteration 2174: c = }, s = st, state = 9
Iteration 2175: c = ], s = rter, state = 9
Iteration 2176: c =  , s = esrtrs, state = 9
Iteration 2177: c = ], s = stesr, state = 9
Iteration 2178: c = }, s = rr, state = 9
Iteration 2179: c = }, s = ettr, state = 9
Iteration 2180: c = ), s = rs, state = 9
Iteration 2181: c = [, s = , state = 9
Iteration 2182: c = a, s = tsrte, state = 9
Iteration 2183: c = ], s = , state = 9
Iteration 2184: c = (, s = rtetr, state = 9
Iteration 2185: c =  , s = ssres, state = 9
Iteration 2186: c = [, s = , state = 9
Iteration 2187: c = [, s = , state = 9
Iteration 2188: c = ), s = te, state = 9
Iteration 2189: c = {, s = , state = 9
Iteration 2190: c = {, s = , state = 9
Iteration 2191: c = [, s = tes, state = 9
Iteration 2192: c = ), s = rs, state = 9
Iteration 2193: c = ), s = errt, state = 9
Iteration 2194: c = {, s = s, state = 9
Iteration 2195: c = a, s = es, state = 9
Iteration 2196: c = [, s = eetrse, state = 9
Iteration 2197: c = (, s = tertrt, state = 9
Iteration 2198: c =  , s = , state = 9
Iteration 2199: c = (, s = rr, state = 9
Iteration 2200: c = a, s = treeer, state = 9
Iteration 2201: c = a, s = sreer, state = 9
Iteration 2202: c = x, s = seetts, state = 9
Iteration 2203: c = a, s = es, state = 9
Iteration 2204: c = {, s = , state = 9
Iteration 2205: c = a, s = , state = 9
Iteration 2206: c = x, s = errses, state = 9
Iteration 2207: c = {, s = etssrr, state = 9
Iteration 2208: c = {, s = , state = 9
Iteration 2209: c =  , s = , state = 9
Iteration 2210: c =  , s = esets, state = 9
Iteration 2211: c = }, s = sts, state = 9
Iteration 2212: c = x, s = se, state = 9
Iteration 2213: c = x, s = , state = 9
Iteration 2214: c =  , s = ress, state = 9
Iteration 2215: c =  , s = ttrr, state = 9
Iteration 2216: c = (, s = errtr, state = 9
Iteration 2217: c = [, s = steett, state = 9
Iteration 2218: c = x, s = , state = 9
Iteration 2219: c =  , s = , state = 9
Iteration 2220: c = a, s = ete, state = 9
Iteration 2221: c = a, s = srret, state = 9
Iteration 2222: c = ], s = sesrer, state = 9
Iteration 2223: c = ], s = srsr, state = 9
Iteration 2224: c = [, s = r, state = 9
Iteration 2225: c = a, s = , state = 9
Iteration 2226: c = ), s = ese, state = 9
Iteration 2227: c = ), s = tt, state = 9
Iteration 2228: c = ), s = , state = 9
Iteration 2229: c =  , s = t, state = 9
Iteration 2230: c = ], s = sssstt, state = 9
Iteration 2231: c = ], s = e, state = 9
Iteration 2232: c = (, s = sssres, state = 9
Iteration 2233: c = [, s = terrtr, state = 9
Iteration 2234: c = ), s = rs, state = 9
Iteration 2235: c = ), s = treess, state = 9
Iteration 2236: c =  , s = ttts, state = 9
Iteration 2237: c = }, s = tttsrt, state = 9
Iteration 2238: c = (, s = t, state = 9
Iteration 2239: c = [, s = essesr, state = 9
Iteration 2240: c = }, s = , state = 9
Iteration 2241: c =  , s = rse, state = 9
Iteration 2242: c = a, s = etstee, state = 9
Iteration 2243: c = [, s = , state = 9
Iteration 2244: c = a, s = errers, state = 9
Iteration 2245: c = x, s = eere, state = 9
Iteration 2246: c = (, s = , state = 9
Iteration 2247: c = {, s = , state = 9
Iteration 2248: c = x, s = ss, state = 9
Iteration 2249: c = {, s = etr, state = 9
Iteration 2250: c = a, s = tt, state = 9
Iteration 2251: c = a, s = , state = 9
Iteration 2252: c = ], s = ss, state = 9
Iteration 2253: c = ), s = ttrt, state = 9
Iteration 2254: c = a, s = tsstet, state = 9
Iteration 2255: c = {, s = , state = 9
Iteration 2256: c =  , s = e, state = 9
Iteration 2257: c = a, s = tesste, state = 9
Iteration 2258: c = ], s = errsee, state = 9
Iteration 2259: c =  , s = , state = 9
Iteration 2260: c = [, s = trrt, state = 9
Iteration 2261: c = ), s = , state = 9
Iteration 2262: c = x, s = strrtt, state = 9
Iteration 2263: c = ], s = etettt, state = 9
Iteration 2264: c = a, s = , state = 9
Iteration 2265: c = a, s = tse, state = 9
Iteration 2266: c = ], s = ttsr, state = 9
Iteration 2267: c = x, s = errstr, state = 9
Iteration 2268: c = }, s = s, state = 9
Iteration 2269: c = }, s = srresr, state = 9
Iteration 2270: c = {, s = , state = 9
Iteration 2271: c = (, s = te, state = 9
Iteration 2272: c = ], s = , state = 9
Iteration 2273: c = }, s = ee, state = 9
Iteration 2274: c = }, s = ts, state = 9
Iteration 2275: c = (, s = tre, state = 9
Iteration 2276: c = [, s = rts, state = 9
Iteration 2277: c =  , s = r, state = 9
Iteration 2278: c = ], s = , state = 9
Iteration 2279: c = ], s = er, state = 9
Iteration 2280: c = ], s = se, state = 9
Iteration 2281: c = [, s = , state = 9
Iteration 2282: c =  , s = , state = 9
Iteration 2283: c = }, s = , state = 9
Iteration 2284: c =  , s = srrtrs, state = 9
Iteration 2285: c = ], s = esres, state = 9
Iteration 2286: c = {, s = te, state = 9
Iteration 2287: c = ), s = eee, state = 9
Iteration 2288: c = [, s = tserer, state = 9
Iteration 2289: c =  , s = e, state = 9
Iteration 2290: c = a, s = eestse, state = 9
Iteration 2291: c = ), s = tsetts, state = 9
Iteration 2292: c =  , s = s, state = 9
Iteration 2293: c = (, s = rerrtt, state = 9
Iteration 2294: c = ], s = , state = 9
Iteration 2295: c = }, s = , state = 9
Iteration 2296: c = [, s = , state = 9
Iteration 2297: c = [, s = , state = 9
Iteration 2298: c = {, s = sssrre, state = 9
Iteration 2299: c = {, s = tsrs, state = 9
Iteration 2300: c = ), s = serers, state = 9
Iteration 2301: c = }, s = trr, state = 9
Iteration 2302: c = }, s = re, state = 9
Iteration 2303: c = x, s = sstett, state = 9
Iteration 2304: c = }, s = ses, state = 9
Iteration 2305: c = (, s = ettett, state = 9
Iteration 2306: c = [, s = rs, state = 9
Iteration 2307: c = a, s = t, state = 9
Iteration 2308: c = ), s = t, state = 9
Iteration 2309: c = [, s = er, state = 9
Iteration 2310: c = }, s = stesee, state = 9
Iteration 2311: c = ], s = , state = 9
Iteration 2312: c = [, s = e, state = 9
Iteration 2313: c = a, s = ersset, state = 9
Iteration 2314: c = ], s = rrs, state = 9
Iteration 2315: c = (, s = er, state = 9
Iteration 2316: c = (, s = , state = 9
Iteration 2317: c = ], s = rtesrs, state = 9
Iteration 2318: c = (, s = e, state = 9
Iteration 2319: c = x, s = , state = 9
Iteration 2320: c = a, s = erttte, state = 9
Iteration 2321: c = ), s = , state = 9
Iteration 2322: c = (, s = , state = 9
Iteration 2323: c = (, s = stet, state = 9
Iteration 2324: c = }, s = srr, state = 9
Iteration 2325: c = (, s = ess, state = 9
Iteration 2326: c = ], s = e, state = 9
Iteration 2327: c = ], s = sr, state = 9
Iteration 2328: c =  , s = , state = 9
Iteration 2329: c = }, s = ttetr, state = 9
Iteration 2330: c = ], s = steser, state = 9
Iteration 2331: c = (, s = ree, state = 9
Iteration 2332: c = {, s = , state = 9
Iteration 2333: c = x, s = er, state = 9
Iteration 2334: c = ), s = setets, state = 9
Iteration 2335: c = ], s = eetrtt, state = 9
Iteration 2336: c = (, s = strrr, state = 9
Iteration 2337: c = x, s = , state = 9
Iteration 2338: c = [, s = er, state = 9
Iteration 2339: c = }, s = ersser, state = 9
Iteration 2340: c = [, s = teerte, state = 9
Iteration 2341: c = x, s = t, state = 9
Iteration 2342: c = a, s = esete, state = 9
Iteration 2343: c = ], s = eesset, state = 9
Iteration 2344: c = a, s = , state = 9
Iteration 2345: c = [, s = tsstr, state = 9
Iteration 2346: c = a, s = , state = 9
Iteration 2347: c = ), s = rsess, state = 9
Iteration 2348: c = a, s = te, state = 9
Iteration 2349: c = x, s = eeee, state = 9
Iteration 2350: c =  , s = sstese, state = 9
Iteration 2351: c = {, s = rsretr, state = 9
Iteration 2352: c = a, s = s, state = 9
Iteration 2353: c =  , s = s, state = 9
Iteration 2354: c = x, s = rest, state = 9
Iteration 2355: c = [, s = t, state = 9
Iteration 2356: c = [, s = rttssr, state = 9
Iteration 2357: c = }, s = errsst, state = 9
Iteration 2358: c = a, s = se, state = 9
Iteration 2359: c = [, s = e, state = 9
Iteration 2360: c = {, s = r, state = 9
Iteration 2361: c = {, s = , state = 9
Iteration 2362: c = (, s = t, state = 9
Iteration 2363: c = ], s = ss, state = 9
Iteration 2364: c = [, s = , state = 9
Iteration 2365: c =  , s = s, state = 9
Iteration 2366: c = {, s = ertrs, state = 9
Iteration 2367: c = ], s = , state = 9
Iteration 2368: c = (, s = , state = 9
Iteration 2369: c = a, s = , state = 9
Iteration 2370: c = }, s = estser, state = 9
Iteration 2371: c = {, s = tsssre, state = 9
Iteration 2372: c = (, s = ttse, state = 9
Iteration 2373: c = }, s = rt, state = 9
Iteration 2374: c = ], s = r, state = 9
Iteration 2375: c = }, s = te, state = 9
Iteration 2376: c = ], s = eertre, state = 9
Iteration 2377: c = (, s = tsrtr, state = 9
Iteration 2378: c = ), s = se, state = 9
Iteration 2379: c = (, s = , state = 9
Iteration 2380: c = ], s = sr, state = 9
Iteration 2381: c = {, s = , state = 9
Iteration 2382: c = [, s = rtrsrs, state = 9
Iteration 2383: c = }, s = er, state = 9
Iteration 2384: c = a, s = erere, state = 9
Iteration 2385: c = {, s = trtett, state = 9
Iteration 2386: c = ], s = rerrrr, state = 9
Iteration 2387: c = {, s = te, state = 9
Iteration 2388: c = x, s = , state = 9
Iteration 2389: c =  , s = sreest, state = 9
Iteration 2390: c =  , s = errsrr, state = 9
Iteration 2391: c = {, s = ttt, state = 9
Iteration 2392: c = x, s = , state = 9
Iteration 2393: c = a, s = rrtsre, state = 9
Iteration 2394: c =  , s = erettr, state = 9
Iteration 2395: c = a, s = , state = 9
Iteration 2396: c = a, s = ssttr, state = 9
Iteration 2397: c = a, s = , state = 9
Iteration 2398: c = a, s = tttrrt, state = 9
Iteration 2399: c = [, s = tt, state = 9
Iteration 2400: c = a, s = , state = 9
Iteration 2401: c = }, s = eerret, state = 9
Iteration 2402: c = [, s = , state = 9
Iteration 2403: c = (, s = , state = 9
Iteration 2404: c = a, s = , state = 9
Iteration 2405: c = ), s = e, state = 9
Iteration 2406: c = {, s = rersre, state = 9
Iteration 2407: c = ], s = t, state = 9
Iteration 2408: c = (, s = terses, state = 9
Iteration 2409: c = ], s = essstt, state = 9
Iteration 2410: c = }, s = terter, state = 9
Iteration 2411: c = ], s = , state = 9
Iteration 2412: c = (, s = eetrtt, state = 9
Iteration 2413: c = {, s = trrtst, state = 9
Iteration 2414: c = }, s = , state = 9
Iteration 2415: c = [, s = ttteee, state = 9
Iteration 2416: c = x, s = rreerr, state = 9
Iteration 2417: c = }, s = , state = 9
Iteration 2418: c = }, s = s, state = 9
Iteration 2419: c = ], s = s, state = 9
Iteration 2420: c = [, s = s, state = 9
Iteration 2421: c = [, s = stsste, state = 9
Iteration 2422: c = x, s = ttsese, state = 9
Iteration 2423: c = {, s = et, state = 9
Iteration 2424: c = {, s = r, state = 9
Iteration 2425: c = (, s = stetrt, state = 9
Iteration 2426: c = [, s = , state = 9
Iteration 2427: c = ], s = tr, state = 9
Iteration 2428: c = ], s = , state = 9
Iteration 2429: c = [, s = , state = 9
Iteration 2430: c = (, s = t, state = 9
Iteration 2431: c = [, s = tss, state = 9
Iteration 2432: c = ), s = serese, state = 9
Iteration 2433: c = ), s = es, state = 9
Iteration 2434: c = ), s = s, state = 9
Iteration 2435: c = x, s = ttt, state = 9
Iteration 2436: c =  , s = ttrere, state = 9
Iteration 2437: c = ], s = , state = 9
Iteration 2438: c = [, s = tssrt, state = 9
Iteration 2439: c = }, s = tessre, state = 9
Iteration 2440: c = [, s = se, state = 9
Iteration 2441: c = [, s = s, state = 9
Iteration 2442: c = a, s = rrtte, state = 9
Iteration 2443: c = {, s = reeee, state = 9
Iteration 2444: c = ), s = stttts, state = 9
Iteration 2445: c = {, s = rrss, state = 9
Iteration 2446: c = ), s = sssste, state = 9
Iteration 2447: c = x, s = ttsess, state = 9
Iteration 2448: c = a, s = ssttrt, state = 9
Iteration 2449: c = (, s = ee, state = 9
Iteration 2450: c = (, s = tsseet, state = 9
Iteration 2451: c = }, s = ttt, state = 9
Iteration 2452: c = ], s = etr, state = 9
Iteration 2453: c = a, s = eteetr, state = 9
Iteration 2454: c = x, s = eesrst, state = 9
Iteration 2455: c = }, s = ss, state = 9
Iteration 2456: c =  , s = sts, state = 9
Iteration 2457: c = [, s = , state = 9
Iteration 2458: c =  , s = es, state = 9
Iteration 2459: c = a, s = , state = 9
Iteration 2460: c = {, s = , state = 9
Iteration 2461: c = [, s = ssrtt, state = 9
Iteration 2462: c = [, s = etrsrs, state = 9
Iteration 2463: c =  , s = eeserr, state = 9
Iteration 2464: c =  , s = , state = 9
Iteration 2465: c = {, s = rt, state = 9
Iteration 2466: c = {, s = teetre, state = 9
Iteration 2467: c = a, s = ssr, state = 9
Iteration 2468: c = }, s = r, state = 9
Iteration 2469: c =  , s = eeters, state = 9
Iteration 2470: c = {, s = trs, state = 9
Iteration 2471: c = ], s = eress, state = 9
Iteration 2472: c = [, s = eet, state = 9
Iteration 2473: c = x, s = ss, state = 9
Iteration 2474: c = x, s = srser, state = 9
Iteration 2475: c = x, s = estesr, state = 9
Iteration 2476: c = x, s = , state = 9
Iteration 2477: c = x, s = rrssee, state = 9
Iteration 2478: c = }, s = , state = 9
Iteration 2479: c = ), s = ee, state = 9
Iteration 2480: c =  , s = t, state = 9
Iteration 2481: c = ), s = te, state = 9
Iteration 2482: c = }, s = , state = 9
Iteration 2483: c = a, s = e, state = 9
Iteration 2484: c = x, s = etstet, state = 9
Iteration 2485: c = (, s = re, state = 9
Iteration 2486: c = [, s = tse, state = 9
Iteration 2487: c = {, s = stssee, state = 9
Iteration 2488: c = ], s = ttet, state = 9
Iteration 2489: c =  , s = testet, state = 9
Iteration 2490: c = ], s = rss, state = 9
Iteration 2491: c = x, s = stetsr, state = 9
Iteration 2492: c = (, s = , state = 9
Iteration 2493: c = [, s = sesr, state = 9
Iteration 2494: c = [, s = trttee, state = 9
Iteration 2495: c =  , s = r, state = 9
Iteration 2496: c = (, s = rerses, state = 9
Iteration 2497: c = ), s = eet, state = 9
Iteration 2498: c = (, s = s, state = 9
Iteration 2499: c = }, s = t, state = 9
Iteration 2500: c = x, s = ettrt, state = 9
Iteration 2501: c = (, s = st, state = 9
Iteration 2502: c = (, s = ett, state = 9
Iteration 2503: c = (, s = rrrtst, state = 9
Iteration 2504: c =  , s = stsrsr, state = 9
Iteration 2505: c = (, s = , state = 9
Iteration 2506: c = [, s = , state = 9
Iteration 2507: c = ), s = eserte, state = 9
Iteration 2508: c = x, s = eeetrs, state = 9
Iteration 2509: c = a, s = sest, state = 9
Iteration 2510: c = {, s = tsttre, state = 9
Iteration 2511: c =  , s = tert, state = 9
Iteration 2512: c =  , s = ees, state = 9
Iteration 2513: c =  , s = etrtts, state = 9
Iteration 2514: c =  , s = s, state = 9
Iteration 2515: c = ), s = ee, state = 9
Iteration 2516: c = x, s = e, state = 9
Iteration 2517: c = {, s = ste, state = 9
Iteration 2518: c = ], s = e, state = 9
Iteration 2519: c = ], s = ett, state = 9
Iteration 2520: c = x, s = , state = 9
Iteration 2521: c = {, s = rtee, state = 9
Iteration 2522: c = [, s = sse, state = 9
Iteration 2523: c = ], s = srss, state = 9
Iteration 2524: c = }, s = tsstts, state = 9
Iteration 2525: c = x, s = es, state = 9
Iteration 2526: c = }, s = es, state = 9
Iteration 2527: c = ), s = rreets, state = 9
Iteration 2528: c = (, s = , state = 9
Iteration 2529: c = }, s = ts, state = 9
Iteration 2530: c = (, s = er, state = 9
Iteration 2531: c = a, s = srsset, state = 9
Iteration 2532: c = }, s = rerst, state = 9
Iteration 2533: c = ], s = t, state = 9
Iteration 2534: c = ], s = r, state = 9
Iteration 2535: c = }, s = ettser, state = 9
Iteration 2536: c = [, s = street, state = 9
Iteration 2537: c = [, s = rtrret, state = 9
Iteration 2538: c = x, s = ss, state = 9
Iteration 2539: c = ], s = sesstr, state = 9
Iteration 2540: c = a, s = rteete, state = 9
Iteration 2541: c = [, s = rs, state = 9
Iteration 2542: c = {, s = er, state = 9
Iteration 2543: c = [, s = et, state = 9
Iteration 2544: c = ], s = r, state = 9
Iteration 2545: c =  , s = , state = 9
Iteration 2546: c = a, s = trett, state = 9
Iteration 2547: c = a, s = srtse, state = 9
Iteration 2548: c = x, s = rsstee, state = 9
Iteration 2549: c = [, s = reeste, state = 9
Iteration 2550: c = (, s = s, state = 9
Iteration 2551: c = ], s = er, state = 9
Iteration 2552: c = a, s = rrse, state = 9
Iteration 2553: c = [, s = ttt, state = 9
Iteration 2554: c = [, s = er, state = 9
Iteration 2555: c = ], s = ttes, state = 9
Iteration 2556: c = [, s = , state = 9
Iteration 2557: c = (, s = , state = 9
Iteration 2558: c = (, s = rttrrs, state = 9
Iteration 2559: c = ), s = see, state = 9
Iteration 2560: c = }, s = settse, state = 9
Iteration 2561: c = {, s = sr, state = 9
Iteration 2562: c = x, s = , state = 9
Iteration 2563: c = a, s = er, state = 9
Iteration 2564: c = }, s = teseee, state = 9
Iteration 2565: c =  , s = sst, state = 9
Iteration 2566: c = ), s = , state = 9
Iteration 2567: c = (, s = ttttts, state = 9
Iteration 2568: c = (, s = tee, state = 9
Iteration 2569: c = ], s = set, state = 9
Iteration 2570: c = x, s = tsss, state = 9
Iteration 2571: c = ), s = , state = 9
Iteration 2572: c = {, s = eterrt, state = 9
Iteration 2573: c = (, s = ese, state = 9
Iteration 2574: c = ], s = reetrs, state = 9
Iteration 2575: c = x, s = sssrte, state = 9
Iteration 2576: c = {, s = esreer, state = 9
Iteration 2577: c = ), s = e, state = 9
Iteration 2578: c = a, s = , state = 9
Iteration 2579: c =  , s = , state = 9
Iteration 2580: c = ), s = rrrrst, state = 9
Iteration 2581: c = [, s = te, state = 9
Iteration 2582: c = ], s = tsr, state = 9
Iteration 2583: c = (, s = , state = 9
Iteration 2584: c = ), s = tserss, state = 9
Iteration 2585: c = }, s = res, state = 9
Iteration 2586: c = (, s = er, state = 9
Iteration 2587: c = }, s = , state = 9
Iteration 2588: c = (, s = trstt, state = 9
Iteration 2589: c = (, s = rrtrsr, state = 9
Iteration 2590: c = [, s = , state = 9
Iteration 2591: c = (, s = r, state = 9
